sentence,label,category
Perfect,0,Sport outdoors
It really does keep things cold all day and even into the next day.,0,Sport outdoors
We just fill these up.,0,Sport outdoors
Almost $50 for this is really frustrating.,1,Sport outdoors
I'm not sure if I need a new lid or a new unit all together.,0,Sport outdoors
Fill it with ice in the morning and then add water all day long.,0,Sport outdoors
Easy to drink and tote around while you work out.,0,Sport outdoors
Absolutely love my water bottle.,0,Sport outdoors
Nice,0,Sport outdoors
Never leave home without it.,0,Sport outdoors
Very beautiful,0,Sport outdoors
Awesome product.,0,Sport outdoors
We put 7 of the hydros together and the letters were gold on mine and theirs were white .,0,Sport outdoors
I love my Hydro Flask!!,0,Sport outdoors
Being active means you’re going to be sweating a lot and you need water to replenish your sweat.,0,Sport outdoors
I love it !,0,Sport outdoors
Feel like for almost $50 bucks I shouldn't have too.,0,Sport outdoors
We bring them everywhere with us!,0,Sport outdoors
"I TRY AND DRINK A GALLON OF WATER A DAY, AND THE STRAW ISSUE REALLY MAKES IT HARD.",0,Sport outdoors
Hydro flask is great.,0,Sport outdoors
"water stays cold all day, love the flip straw, and it attached to a stroller with a clamp like a champ",1,Sport outdoors
"Authentic or not, it is not performing as well as it claims so that is why I am returning it.",1,Sport outdoors
Dont keep drinks cold.,0,Sport outdoors
"I don’t know if the lid is a legit hydroflask lid or not, but if not for the lid, I would give the product 5 stars.",0,Sport outdoors
Great for working out!,0,Sport outdoors
"This hydro flask is amazing, perfect to keep your drink cold for days and is so easy to maintain, stickers go great in it and it’s the best water bottle I’ve ever owned!!",1,Sport outdoors
The Hydro Flask is a great item but this makes it even better!,0,Sport outdoors
I liked how it keeps the water cold and contained two straws,1,Sport outdoors
Great product!,0,Sport outdoors
Son in law throw mine out.,0,Sport outdoors
My ice stays for over 24 hrs.,0,Sport outdoors
Must have during hot weather to stay hydrated.,0,Sport outdoors
Great product.,0,Sport outdoors
So glad we did,0,Sport outdoors
Love my Hydro Flask!,0,Sport outdoors
Perfect for sports,0,Sport outdoors
I’ve only had it 5 days and used it may 3 days.,0,Sport outdoors
Excellent purchase!,0,Sport outdoors
Love it!,0,Sport outdoors
Awesomeness and quick!,0,Sport outdoors
It's cute and keeps beverages Ice cold!,0,Sport outdoors
"Don’t wait, get hydrated today with the HYDROFLASK!!",0,Sport outdoors
.,0,Sport outdoors
"She uses it everyday, and she says that it keeps her water nice and cold all the time after dropping in a couple ice cubes in the morning.",0,Sport outdoors
"Handle for holding it is not quite comfortable for my hand, but it's also OK.",1,Sport outdoors
Save your money and try something else.,0,Sport outdoors
my water stays really cold for a long time.,0,Sport outdoors
Pretty bummed.,0,Sport outdoors
I did not like the fact that there isn't a padded bottom..,1,Sport outdoors
Great product arrived in one day!,0,Sport outdoors
"Put in ice water...It will stay nice and cold all day long, even if left in a hot car.",0,Sport outdoors
My only complaint would be that tiny piece.,0,Sport outdoors
Is this normal?,0,Sport outdoors
After hearing several of my friends comment on how long lasting their bottles were I knew this must be a quality product so I treated myself to one as they are a little spendy.,1,Sport outdoors
Big enough,0,Sport outdoors
It keeps the water cold but not at all ideal for traveling from A to B.,0,Sport outdoors
He loves it.,0,Sport outdoors
"High school athletes can be hard on this kind of bottle, but it is surviving a lot and we are loving it!",1,Sport outdoors
"I have several of these water bottles, but this is the first one with the straw lid.",0,Sport outdoors
There is not registered trademark near the name.,0,Sport outdoors
Great quality is what makes this a winner.,0,Sport outdoors
Really expensive like they all are but keeps the drinks cold or warm for a good amount of time,1,Sport outdoors
I'm SUPER disappointed.,0,Sport outdoors
Love it!!,0,Sport outdoors
Arrived dented :/,0,Sport outdoors
It fits in my cup holder in my car too!,1,Sport outdoors
Get the one with the straw.,0,Sport outdoors
Stays cold longer.,0,Sport outdoors
:),0,Sport outdoors
Best water bottle.,0,Sport outdoors
Can't say enough positives about this!,0,Sport outdoors
Great size.,0,Sport outdoors
My daughter loves this water bottle!,0,Sport outdoors
I will continue to buy for gifts.,0,Sport outdoors
Very disappointed...,0,Sport outdoors
"My only downfall is that it is so wide I can't put it in my cupholders in my car, but the passenger seat works just as fine.",1,Sport outdoors
Its the best thing ever.,0,Sport outdoors
I am very unhappy with the hydro flask.,0,Sport outdoors
Very disappointed after spending so much money on a water bottle.,0,Sport outdoors
Love them!,0,Sport outdoors
Returned.,0,Sport outdoors
My daughter loves it.,0,Sport outdoors
Look at the size of this sucker!,0,Sport outdoors
It seems that everyone has the same problem.,0,Sport outdoors
Keeps cold for a very long time.,0,Sport outdoors
"I contacted Tall Ridge via Amazon and was told that my product was covered under warranty, but that I needed to contact Hydro Flask myself to receive a new lid.",0,Sport outdoors
"I love this brand, but mine came damage.",0,Sport outdoors
"The best water bottle I've ever owned, really.",0,Sport outdoors
It’s durable and easy to clean but doesn’t hold ice as long as many other products like it,1,Sport outdoors
"I tell all of my friends that this is the best water bottle and I stand by that, I often purchase them as gifts as well.",0,Sport outdoors
She has been on the court in 100 degree weather and at the end of a match the watch is still ice cold and the ice has not melted.,0,Sport outdoors
Best bottle I have ever purchased.,0,Sport outdoors
Hope there's a way I can replace this one.,0,Sport outdoors
"Incredibly pricey (hence 4 stars instead of 5), but worth it.",0,Sport outdoors
Kept my drinks cold for the whole day even when left in a hot car and outside.,1,Sport outdoors
Awesome product.,0,Sport outdoors
"My girlfriend has one, so I noticed how nice it was and it's a little less heavy duty and a little lighter than a Yeti.",0,Sport outdoors
Amazing best water bottle I have ever bought and I have bought alot,0,Sport outdoors
I've been testing the ice time and it's keeping true to its word of ice staying for a long time.,1,Sport outdoors
It also scratches easy.,0,Sport outdoors
Excellent price!,0,Sport outdoors
What I like the best though is the amazing color.,1,Sport outdoors
Broke inner sliding band in a week,0,Sport outdoors
Muy lindo color me encanta,1,Sport outdoors
Exactly as it was described.,0,Sport outdoors
It looks really cool,0,Sport outdoors
Very bright and I bought another today in a different color.,0,Sport outdoors
"Bought this for my husbands watch as we did not want to spend $50.00 on a dang ""Apple"" brand one.",0,Sport outdoors
Exactly as it is described.,0,Sport outdoors
I like the color,1,Sport outdoors
Looks light blue not purple.,0,Sport outdoors
Great value for the money strong durable band.,1,Sport outdoors
Exactly what I expected.,0,Sport outdoors
Sleek and fashionable look.,0,Sport outdoors
My wife loves this watch band.,0,Sport outdoors
It's a nice neutral color that just blends in with whatever else I'm wearing.,1,Sport outdoors
Hard to stay attached.,1,Sport outdoors
Great product,0,Sport outdoors
Very satisfied!,0,Sport outdoors
Seems pretty sturdy.,1,Sport outdoors
"Love the color, love the band.",0,Sport outdoors
Purchased the set of 3 in S/M.,0,Sport outdoors
Believe me when I say this is the closest in quality to the original bands.,0,Sport outdoors
It’s perfect for my Apple Watch.,0,Sport outdoors
"Other than that, it’s comfortable to wear and looks pretty.",1,Sport outdoors
Love this iwatch band.,0,Sport outdoors
Bought for wife and she likes,0,Sport outdoors
I’m happy with my purchase,0,Sport outdoors
Had to get second one for my wife!,0,Sport outdoors
nothing bad about that.,0,Sport outdoors
Arrived very quickly as well!,0,Sport outdoors
"Well, I love the price.",0,Sport outdoors
"I really do like this band, I bought the wine red, I had to put a coat of nail polish over the metal, since it will give me a rash.",0,Sport outdoors
"Band fits very well, is comfortable.",1,Sport outdoors
So pleased with these bands!,0,Sport outdoors
Fits great and I love the color.,1,Sport outdoors
Fit my watch great,1,Sport outdoors
I wasn’t confident with this aftermarket item.,0,Sport outdoors
These watch bands fit week.,0,Sport outdoors
"A bit cumbersome to put on, but you'll get used to it quickly.",0,Sport outdoors
Feels similar to my genuine Apple band.,0,Sport outdoors
Looks just like the Apple wrist bands!,0,Sport outdoors
All the other bands are perfect.,0,Sport outdoors
"This band fits my Apple watch great, and at a fraction of the cost.",1,Sport outdoors
"The only issue it has is that one of the straps is tricky for it to clasp, the other strap works perfectly.",0,Sport outdoors
Attractive color (red.).,0,Sport outdoors
And look forward to ordering more colors in the future!!,0,Sport outdoors
"Love the color, fits well, easy to switch out, great construction, and got here quick!",1,Sport outdoors
!,0,Sport outdoors
Envelope arrived with nothing in it!,0,Sport outdoors
It is definitely worth my money.,0,Sport outdoors
Will buy more for sure.,0,Sport outdoors
"After ordering several dark pink or fish is watch bands from other sellers and getting baby pink or rose sand bands, FINALLY a nice bright dark pink that matches the picture.",1,Sport outdoors
Would not hesitate to buy again!,0,Sport outdoors
Best band ever love the color,0,Sport outdoors
"I ordered the New Pink, which looks like a bright Raspberry color.",0,Sport outdoors
I purchased white and black!,0,Sport outdoors
Extremely happy with my purchase.,0,Sport outdoors
"I did not wear it in the water, but it would get wet from chores around the house, exercising, etc.",0,Sport outdoors
Me encantaron por la comodidad y son baratos y muy durables,1,Sport outdoors
I've put off getting new watch bands for my Apple watch but finally ordered two and received quick delivery and the bands were perfect!,0,Sport outdoors
Much cheaper than Apple.,0,Sport outdoors
"Light weight, love the color, good price!",0,Sport outdoors
I love this band.,0,Sport outdoors
Easy to install though and doesn’t irritate my wrist.,1,Sport outdoors
This is the best Apple watch band I have bought in the past four years.,0,Sport outdoors
I just put them in so don’t know about durability.,0,Sport outdoors
"I believe the lavender band looks more like a cornflower color, but I still love it.",0,Sport outdoors
Fits perfectly,0,Sport outdoors
This is one very comfortable watch band.,1,Sport outdoors
"I was so excited about this band that looked good, fit the watch, and didn’t break the bank.",1,Sport outdoors
I love it!,0,Sport outdoors
"It does have a ""line"" on the sides, but for the price, I'll survive.",0,Sport outdoors
I really like the watch band.,0,Sport outdoors
Great,0,Sport outdoors
"Seems just like the Apple bands but better, and a fraction of the price!",1,Sport outdoors
This band is no different then the Apple band that came with the watch.,0,Sport outdoors
Great band!!,0,Sport outdoors
Too small,0,Sport outdoors
Works great.,0,Sport outdoors
It's very similar if not the same as the Apple band I have.,0,Sport outdoors
I love these bands!,0,Sport outdoors
Cute and inexpensive.,0,Sport outdoors
I bought a yellow one and just looking at it makes me happy!,0,Sport outdoors
"However, since the HR is so important, I wouldn’t purchase again.",0,Sport outdoors
That’s it.,0,Sport outdoors
Good product for the price.,0,Sport outdoors
I couldn’t find an olive green Apple Watch band anywhere.,0,Sport outdoors
I've been using this band for about a month and IT DOESN'T GET DIRTY!!,1,Sport outdoors
It’s a darker blue.,0,Sport outdoors
I love my new watch band.,0,Sport outdoors
Just wish there was a deep purple one!!,1,Sport outdoors
The red color is a fun option on the watch.,0,Sport outdoors
Great bands and great colors!!,0,Sport outdoors
But over all for the price it’s a nice band.,0,Sport outdoors
I highly recommend!,0,Sport outdoors
Great product.,0,Sport outdoors
Excellent.,0,Sport outdoors
Bella,0,Sport outdoors
"I ordered the three pack, and I love it!",0,Sport outdoors
So if you have an sort of allergies to certain kinds of metals and stuff I wouldn’t suggest buying these.,1,Sport outdoors
"I was very skeptical about buying this but it is PERFECT, looks just like the real thing and it’s very sturdy.",1,Sport outdoors
Don't buy these!,0,Sport outdoors
Very nice watch band.,0,Sport outdoors
Seems very durable but time will tell.,0,Sport outdoors
My wife loves it,0,Sport outdoors
"Love the color, love the for love everything about this band.",0,Sport outdoors
I was looking for a change in color for my Apple Watch so I chose a white VATI Sports Band.,0,Sport outdoors
"I love a good pink, but thought it would be too feminine for everyday wear.",0,Sport outdoors
So impressed went back and ordered a three pack for me & another for the wife.,0,Sport outdoors
Product is as described.,0,Sport outdoors
I needed a small but the medium works great.,0,Sport outdoors
I am very pleased with the size and comfort.,1,Sport outdoors
For a fraction of the price.,0,Sport outdoors
"People thus is the band to get, feels exactly the same as apple in feel,look & quality.",1,Sport outdoors
Not one of those you order and wonder why it’s not the same color.,0,Sport outdoors
I wear it everyday to workout and it is holding up amazingly.,0,Sport outdoors
Watch band is just like the apple watch and I almost prefer this one to my apple band.,0,Sport outdoors
I bought this for my iWatch a while ago and I've been using it ever since!,0,Sport outdoors
Looking to buy more colors to match my outfits.,0,Sport outdoors
The color is super cute and it feels good on.,1,Sport outdoors
I have had them for about two weeks used only my black band and it’s rusting already.,1,Sport outdoors
It’s perfect.,0,Sport outdoors
"YES they are pretty, durable and very sturdy.",1,Sport outdoors
The band holds just as well as the Apple bands at a fraction of the cost.,1,Sport outdoors
Update: I take back what I said before.,0,Sport outdoors
This watch band works perfectly with my Apple watch.,1,Sport outdoors
Easy to put on and very comfortable.,1,Sport outdoors
It just like the Apple one that came with my watch.,0,Sport outdoors
I was concerned because they don’t have the double straps that the bands won’t hold and fall off my wrist.,0,Sport outdoors
!,0,Sport outdoors
I highly recommend this seller!,0,Sport outdoors
Good quality.,0,Sport outdoors
Great color,0,Sport outdoors
It is really smooth and soft and is easy to clean up all while being comfortable.,1,Sport outdoors
"feels a little different than the real thing, but they look exactly alike.",0,Sport outdoors
Soft band and true to color.,0,Sport outdoors
I’ve been using this band (light pink) for about a week now and it works great!,0,Sport outdoors
"For me it fit perfect on the first hole, but i have medium sized wrists for a woman, so if you have petite wrists, this is going to be way too big for you.",1,Sport outdoors
Beware!,0,Sport outdoors
Love it and fit my iwatch 4 series,1,Sport outdoors
Perfect watch band!,0,Sport outdoors
Came fast.,0,Sport outdoors
First time buying from a seller that’s not Apple & it has exceeded my expectations & didn’t even break the bank!,1,Sport outdoors
Its very comfortable and its not expensive,1,Sport outdoors
It doesn’t buckle well and slips off easily.,1,Sport outdoors
Love the colors and the way it feels!!,1,Sport outdoors
I bought because it matches the colors for my hopeful employer.,0,Sport outdoors
Price justified having multiple options.,0,Sport outdoors
No issues.,0,Sport outdoors
Material is soft and light.,0,Sport outdoors
Cleans easily too.,0,Sport outdoors
Also fit exactly as expected.,1,Sport outdoors
A great purchase,0,Sport outdoors
So upset my new watch has hit the ground twice because this pops off.,1,Sport outdoors
No would possibly notice.,0,Sport outdoors
Thanks!,0,Sport outdoors
!,0,Sport outdoors
I love my new band,0,Sport outdoors
It is a beautiful color and the band is durable.,1,Sport outdoors
"It has a soft feel, and is lightweight.",1,Sport outdoors
And I have 1 of every color!,0,Sport outdoors
love the style and the color.,0,Sport outdoors
"The band itself was perfect - comfortable and lightweight, however it was not lilac.",1,Sport outdoors
I would definitely  recommend it.,0,Sport outdoors
I hope it stretches a little with time.,0,Sport outdoors
Durable and flexible.,0,Sport outdoors
Super easy to change out as well.,1,Sport outdoors
The same like Apple,0,Sport outdoors
!,0,Sport outdoors
Works perfect,0,Sport outdoors
I stopped wearing it when I discovered the rust.,0,Sport outdoors
Perfect.,0,Sport outdoors
Loved,0,Sport outdoors
It's not as thick and the hardware on the band is prone to rust ( from wrist sweating) which actually wipes off pretty easily though.,1,Sport outdoors
Got it fast and it was what I expected,0,Sport outdoors
Great band and a good price,0,Sport outdoors
Has the smooth but kind of velvety texture of a new Apple band.,0,Sport outdoors
Lost a few pounds and got to graduate to the S/M.,0,Sport outdoors
Otherwise all good,0,Sport outdoors
Was comfortable but the coloring faded fast when I was in the sun and water a lot.,1,Sport outdoors
Happy I bought it,0,Sport outdoors
I could put it on easily but then it was hard to get off.,1,Sport outdoors
I bought 2 colors and they fit well and feel very light and comfortable.,1,Sport outdoors
Perfect for working out!,0,Sport outdoors
I've had it for months & it still looks new!,0,Sport outdoors
I would definitely recommend.,0,Sport outdoors
I’m in love,0,Sport outdoors
Color just as represented in photos.,0,Sport outdoors
I returned it easily and got a S along with 5 other bands in colors I like and will wear with different outfits.,0,Sport outdoors
If I wanted grey I would have ordered one,0,Sport outdoors
Totally saved me a buck or two :),0,Sport outdoors
Not worth it.,0,Sport outdoors
Fits great.,0,Sport outdoors
Perfecto y no se ensucia,0,Sport outdoors
I love the color (lilac) of my new band and it is easy to wear.,0,Sport outdoors
The only thing I’m kind of disappointed in is the vibrancy of the color.,0,Sport outdoors
Functional and looks nice even for work.,1,Sport outdoors
Love the color.,0,Sport outdoors
Well done!,0,Sport outdoors
"I didn't want to spend a fortune on an ""Apple"" watch band, so of course, I searched on Amazon for some off-brands.",1,Sport outdoors
This band is beautiful and super comfy to wear.,1,Sport outdoors
Received today and have worn it throughout the day including during a run.,0,Sport outdoors
Wonderful!,0,Sport outdoors
Probably will buy more from here again!,0,Sport outdoors
buen precio y calidad,0,Sport outdoors
"These are such a good price point, I had no problem trying them out.",0,Sport outdoors
I will be ordering more!,0,Sport outdoors
It was broken on the part that fits the watch.,0,Sport outdoors
Now I have a great color selection.,0,Sport outdoors
"Soft, comfortable.",0,Sport outdoors
"So from afar, this thing looks like I bought it at the Apple store for $60.",0,Sport outdoors
!,0,Sport outdoors
Great color and very versatile,0,Sport outdoors
Lasted long and hasn’t torn at all or had any changes to it.,0,Sport outdoors
Of course blue is my favorite color and it fits perfectly.,0,Sport outdoors
"Extra soft plastic, nice buckle, great value",0,Sport outdoors
Easy and secure fastening to my Apple Watch.,1,Sport outdoors
It looks and feels like the original watchband.,1,Sport outdoors
I purchased the 3 pack of watch bands.,0,Sport outdoors
I’m very happy with my purchase and love all 3 of the bands.,0,Sport outdoors
"But, for the price, and the wide variety of color options offered, I’m wearing it.",0,Sport outdoors
"great watch band, it’s pretty secure.",0,Sport outdoors
I returned it.,0,Sport outdoors
Quality and comfort of band is equivalent to what came with the watch.,1,Sport outdoors
"This one is velvety smooth, looks great, washes easily, and fits.",1,Sport outdoors
Not returning it’s not worth the hassle for a few bucks but I do wish the company was more cooperative about it.,0,Sport outdoors
!,0,Sport outdoors
My daughter loves it,0,Sport outdoors
It’s perfect for my 38mm iwatch.,0,Sport outdoors
Nicely made,0,Sport outdoors
Exactly like the Apple Watch band.,0,Sport outdoors
great product for a fraction of the cost of name brand,1,Sport outdoors
I like the watch band.,0,Sport outdoors
Very good quality.,0,Sport outdoors
Have purchased before and was pleased but I am not this time !,0,Sport outdoors
"Wonderful navy blue band, not too dark.",0,Sport outdoors
Just as described,0,Sport outdoors
I first purchased the fog colored one and loved the quality and look.,0,Sport outdoors
I am so happy I can now switch up the look of my watch.,0,Sport outdoors
!,0,Sport outdoors
A must buy at such a reasonable price.,0,Sport outdoors
You will love it.,0,Sport outdoors
"Nice band, but color not quite the same as pictured.",1,Sport outdoors
Super smooth silicone.,0,Sport outdoors
"For the very reasonable price, this is a great product.",0,Sport outdoors
Will definitely order more colors in the future.,0,Sport outdoors
This is is like the 6th band I have purchased.,0,Sport outdoors
The red one is not really red.,0,Sport outdoors
Love these watch bands.,0,Sport outdoors
Would definitely buy again,0,Sport outdoors
"So far so good, I literally just received it",0,Sport outdoors
More of a brighter yellow than a mustard/antique yellow like I was hoping.,0,Sport outdoors
"Colors are great, I bought three different ones, and are comfortable to wear.",1,Sport outdoors
I have tried It on and it fits perfectly.,1,Sport outdoors
On the original Apple band I have 3 additional holes remaining on the M/L band.,0,Sport outdoors
Good quality,0,Sport outdoors
muy buen producto,0,Sport outdoors
I am no longer buying apple produced bands.,0,Sport outdoors
Fits great!,0,Sport outdoors
Love these bands.,0,Sport outdoors
It actually cost me $434...the price of a totally new apple watch since this piece of garbage had an issue closing.,0,Sport outdoors
Soft and comfortable,0,Sport outdoors
"If you work outdoors or do a lot of sports wearing your watch, keep in mind that the silicone will start to shave down and become shiny (something that doesn’t happen to the Apple bands).",0,Sport outdoors
Great weight,0,Sport outdoors
It's a little thinner but still equally durable and easy to install.,1,Sport outdoors
It isn’t as stiff as the Apple Watch band.,1,Sport outdoors
Love the color and look but the material broke my arm out after a couple days.,0,Sport outdoors
Me encanta,0,Sport outdoors
This band is just like the one that came with my Apple Watch,0,Sport outdoors
Got both the fog and pink sand color.,0,Sport outdoors
Good quality and price.,0,Sport outdoors
THE brightest hot pink and perfect for Summer!!!!,0,Sport outdoors
Love the color!,0,Sport outdoors
"This is my second aftermarket silicone band, the one of the other brand continually pops off the snap and is much thinner.",1,Sport outdoors
Highly recommend.,0,Sport outdoors
Definitely buying more from these guys.,0,Sport outdoors
"Got lots of compliments on the color,and the look,",0,Sport outdoors
Very happy with this band!,0,Sport outdoors
Of course by the time I tried them was a lil lengthy in time to address with seller,0,Sport outdoors
Seems durable but haven’t had it long enough to tell.,0,Sport outdoors
Works great,0,Sport outdoors
I’ve never had a problem with them and I’ve been using them for years!,0,Sport outdoors
it is a nice band for the watch.,0,Sport outdoors
Love it!,0,Sport outdoors
Comfortable and good looking.,0,Sport outdoors
I loved the price and the quality is great!,0,Sport outdoors
Well made and comfortable.,0,Sport outdoors
The colors are true to the advertising.,0,Sport outdoors
This band has been through thick and thin on my wrist and hasn’t aged a day.,0,Sport outdoors
Feels amazing on my wrist,0,Sport outdoors
!,0,Sport outdoors
I was nervous about ordering a new band for my Apple Watch Series 3 from somewhere other then Apple.,0,Sport outdoors
This looks so much better than my band that I was wearing (the one that came with the watch).,0,Sport outdoors
Color is bomb!!!,0,Sport outdoors
Very easy to take On/Off!,1,Sport outdoors
Its what i expect.,0,Sport outdoors
I have had it for a few months and have been extremely impressed.,0,Sport outdoors
Bought these bands and I am very happy.,0,Sport outdoors
wonderful color and quality!,0,Sport outdoors
Fast shipping.,0,Sport outdoors
It is high quality and a great quality.,0,Sport outdoors
Perfect.,0,Sport outdoors
Me Encanta y el precio súper,0,Sport outdoors
"Looks just like my original Apple band, I love it!",0,Sport outdoors
I do wish the color was darker closer to a mustard color but this will do.,0,Sport outdoors
Awesome watchband this is one of my favorite colors.,0,Sport outdoors
Love the color!,0,Sport outdoors
They're easy to swap out and comfortable for all-day wear.,1,Sport outdoors
This band is the same quality as my original Apple band.,0,Sport outdoors
I workout every day and they are holding up perfectly.,1,Sport outdoors
Perfect,0,Sport outdoors
I love the color options too.,0,Sport outdoors
Were they going to be sturdy and durable?,0,Sport outdoors
Love the color and very versatile,0,Sport outdoors
Feels and looks exactly like the original bands.,0,Sport outdoors
I bought several of these bands - all are nice except this one color does not look anything like the picture.,1,Sport outdoors
Very comfortable and pretty.,0,Sport outdoors
Just received it today and so far I love it.,0,Sport outdoors
Excellent quality !,0,Sport outdoors
Great fit and color,0,Sport outdoors
Just changed to a new color and do not have any problems with the bands.,0,Sport outdoors
The pink sands band is now beige not pink.,0,Sport outdoors
I bought these bands for my apple watch 44 mm and was not sure what quality I was going to get?,0,Sport outdoors
Product good quality but Product came as rose red and i ordered wine red.,0,Sport outdoors
So impressed went back and ordered a three pack for me & another for the wife.,0,Sport outdoors
Thank you!,0,Sport outdoors
Great quality and amazing look,0,Sport outdoors
I love this band!,0,Sport outdoors
They told me they bought it on Amazon and they were very affordable.,0,Sport outdoors
This is my first Apple Watch.,0,Sport outdoors
It’s what I expected!!,0,Sport outdoors
"Great colors, I purchased 7.",0,Sport outdoors
This band blends with my skin very well.,1,Sport outdoors
The only reason I gave it two stars is because the bands look nice and feel fine.,1,Sport outdoors
I have a 40mm and ordered a 40mm but package was a 38mm.,0,Sport outdoors
This band is so cute and the quality is great!,1,Sport outdoors
Really comfortable.,1,Sport outdoors
It looks great and the quality is excellent.,1,Sport outdoors
Thanks!,0,Sport outdoors
It isn’t as bendy as the picture shows but it doesn’t really matter.,1,Sport outdoors
Está súper,0,Sport outdoors
Cant wait to buy more.,0,Sport outdoors
They fit well & snap in place securely.,1,Sport outdoors
Amazing quality.,1,Sport outdoors
I am not sure if the sun has faded it or something else.,0,Sport outdoors
It looks great and feels durable!,1,Sport outdoors
The material and finishing is very good and I hope it stands the test of time.,1,Sport outdoors
Color stays true after 3 months for sure.,1,Sport outdoors
I have been swimming with it too with no issues,1,Sport outdoors
Works well with my watch!,1,Sport outdoors
I love the colors of these bands.,1,Sport outdoors
Perfect fit!,0,Sport outdoors
it was small and not fluffy looked like something that would be cute in a toy vehicle.,0,Sport outdoors
"Comfortable, colors are great, durable.",1,Sport outdoors
"I was a little skeptical because the price was sooo much cheaper than the Apple ones, but I was like, ah heck.",0,Sport outdoors
This band fits exactly like the silicone type band that came with my Apple Watch.,1,Sport outdoors
Very happy with this purchase and I’m glad I kept using the band.,0,Sport outdoors
Great band,0,Sport outdoors
!,0,Sport outdoors
I’m also loving the walnut color.,1,Sport outdoors
"The band was more than expected, the quality is awesome.",1,Sport outdoors
"I love it so much, it’s budget friendly and they have it in almost every color !",1,Sport outdoors
"The closer is easy, comfortable and totally secure.",1,Sport outdoors
Goes great with the rose gold IWatch ❤️,1,Sport outdoors
Fantastic Value!,1,Sport outdoors
"They look just like the real Apple ones, the silicon is very flexible and strong.",1,Sport outdoors
I am happy with my product.,0,Sport outdoors
"like the strap, comfortable and nice shade of red",1,Sport outdoors
The connection to the watch was wobbly.,1,Sport outdoors
It’s a very nice watch band.,0,Sport outdoors
I had bought the Walnut colored band.,0,Sport outdoors
"I really wanted for the other reviews to be right, for this to be just like apple version.",1,Sport outdoors
Color faded after a few weeks.,1,Sport outdoors
I never have to change my band now.,1,Sport outdoors
":( I don’t know if the band is flimsy, poorly made, or if it’s the material, but I’ve dropped my watch twice unknowingly after using the band.",1,Sport outdoors
"I wish I had gotten the smaller size, so really that’s my fault.",0,Sport outdoors
I love it.,0,Sport outdoors
"Almost the same that buying the brand from apple store, very good quality and appearance",1,Sport outdoors
"another thing, the holes are small so when you pin it it’s definitely gonna stay in place.",1,Sport outdoors
"Other than that, looks good for the right price.",1,Sport outdoors
The color is a bit lighter than what I thought.,1,Sport outdoors
Already bought them in 4 colors!,0,Sport outdoors
Works well,0,Sport outdoors
Looks and feels great,0,Sport outdoors
!,0,Sport outdoors
Just placed another order for another one in a different color 💗,0,Sport outdoors
I’m sure I will order more from this seller.,0,Sport outdoors
Ordered 40mm M/L and the package said 38 Small .,0,Sport outdoors
"However, the watch stays on once the bands are connected.",0,Sport outdoors
The band is very soft and comfortable and fits perfectly!,1,Sport outdoors
Takes me 5-10 attempts to put on my watch each morning.,0,Sport outdoors
I bough the off white and Red very fall 2019!,0,Sport outdoors
The only difference is the metal button.,0,Sport outdoors
It's comfortable and cute.,1,Sport outdoors
I love this color.,0,Sport outdoors
Bands were good quality and fit my watch.,1,Sport outdoors
Great Band will order again!,0,Sport outdoors
Other than this I love the just like buying at the store,0,Sport outdoors
Nice quality.,1,Sport outdoors
When I bought my Apple Watch I really wanted the pink one but in the end decided to purchase the Black aluminum model for more versatility.,1,Sport outdoors
I love the color !!,0,Sport outdoors
I have had this for months and couldn’t be happier.,0,Sport outdoors
It isn't gawdy like some of the really colorful ones i have seen.,1,Sport outdoors
Great price too!,1,Sport outdoors
This one has help up way better than the one it originally came with.,1,Sport outdoors
love the color and is comfortable to wear.,1,Sport outdoors
Seems to protect my watch well.,1,Sport outdoors
Fits perfect and good quality especially for the price.,1,Sport outdoors
The color is just as shown on the amazon listing.,1,Sport outdoors
It doesn’t latch well at all.,1,Sport outdoors
This looks close to a very dark grey or blk band.,0,Sport outdoors
THE brightest hot pink and perfect for Summer!!!!,1,Sport outdoors
Feels just like the stock Apple Watch band .,1,Sport outdoors
So beautiful and the price is right!,1,Sport outdoors
Fits perfect!,1,Sport outdoors
I probably couldn’t gone with the smaller size but I’ve used it everyday since it arrived and have no issues with it.,0,Sport outdoors
The watch band was exactly what I wanted.,0,Sport outdoors
Loved the band aesthetically and it was comfortable but it is not functional.,1,Sport outdoors
Color is bright and feels nice on.,1,Sport outdoors
"Looks identical to a real Apple band but slightly thinner material, so don't expect it to fit the same.",1,Sport outdoors
Great price too,1,Sport outdoors
just to let anyone know.,0,Sport outdoors
"The metal piece that holds the watch band rusts from water, its supposed to be a sport band!!",1,Sport outdoors
Looks great with silver watch,1,Sport outdoors
The photos are misleading.,1,Sport outdoors
Comfortable and flexible.,1,Sport outdoors
Perfect fit!,1,Sport outdoors
The company is from China but they are very nice and have a great product,0,Sport outdoors
Fit is pretty bad.,1,Sport outdoors
I’m going to buy another set.,0,Sport outdoors
!,0,Sport outdoors
I gave my daughter my old Apple Watch.,0,Sport outdoors
!,0,Sport outdoors
"I purchased 4 of these watch bands for my Apple Watch, and I'm so glad that I did.",0,Sport outdoors
"It’s great so far , not sure how durable it will be but great so far!",1,Sport outdoors
Fit is true to description.,1,Sport outdoors
Very similar feel to Apple’s watch band.,1,Sport outdoors
